order_id,product_id,product_name,region,channel,period,qty_sold,unit_price,revenue,returns_qty
ORD-001299,PROD-008,Product H,Europe,Direct,2023-03,5904,61.43,362682.72,156
ORD-000138,PROD-001,Product A,Middle East & Africa,Distributor,2025-06,16177,86.3,1396075.1,551
ORD-000553,PROD-004,Product D,North America,Direct,2024-01,5528,64.51,356611.28,125
ORD-000527,PROD-003,Product C,Latin America,Online,2024-11,24837,61.94,1538403.78,752
ORD-001265,PROD-008,Product H,North America,Distributor,2023-05,13696,56.7,776563.2,673
ORD-001322,PROD-008,Product H,Europe,Retail,2025-02,8336,69.0,575184.0,355
ORD-001106,PROD-007,Product G,North America,Online,2025-02,18755,61.85,1159996.75,87
ORD-001777,PROD-010,Product J,Latin America,Retail,2024-01,13098,65.66,860014.68,415
ORD-001698,PROD-010,Product J,Asia Pacific,Direct,2023-06,22357,71.12,1590029.84,402
ORD-001526,PROD-009,Product I,Asia Pacific,Direct,2024-02,11603,86.63,1005167.89,133
ORD-000836,PROD-005,Product E,Middle East & Africa,Direct,2023-08,12077,18.21,219922.17,301
ORD-001103,PROD-007,Product G,North America,Retail,2024-11,22095,58.35,1289243.25,1049
ORD-001285,PROD-008,Product H,North America,Distributor,2025-01,21066,47.14,993051.24,0
ORD-000946,PROD-006,Product F,Europe,Distributor,2023-10,20304,73.24,1487064.96,203
ORD-000625,PROD-004,Product D,Asia Pacific,Retail,2024-01,15442,41.97,648100.74,275
ORD-001159,PROD-007,Product G,Asia Pacific,Online,2023-07,19353,43.38,839533.14,77
ORD-001618,PROD-009,Product I,Latin America,Wholesale,2025-10,13341,26.07,347799.87,68
ORD-000557,PROD-004,Product D,North America,Online,2024-05,6242,72.29,451234.18,121
ORD-000813,PROD-005,Product E,Asia Pacific,Direct,2024-09,8174,50.46,412460.04,28
ORD-000691,PROD-004,Product D,Latin America,Online,2023-07,20361,39.65,807313.65,611
ORD-001600,PROD-009,Product I,Latin America,Direct,2024-04,8393,48.32,405549.76,373
ORD-000877,PROD-005,Product E,Latin America,Direct,2024-01,11739,50.55,593406.45,233
ORD-000251,PROD-002,Product B,Europe,Wholesale,2025-11,33908,39.25,1330889.0,612
ORD-001641,PROD-010,Product J,North America,Online,2024-09,24037,21.55,517997.35,1176
ORD-000500,PROD-003,Product C,Middle East & Africa,Direct,2025-08,13562,86.44,1172299.28,354
ORD-001005,PROD-006,Product F,Asia Pacific,Online,2025-09,28385,28.73,815501.05,1406
ORD-000710,PROD-004,Product D,Latin America,Online,2025-02,25203,80.18,2020776.54,191
ORD-000323,PROD-002,Product B,Middle East & Africa,Wholesale,2025-11,21959,45.32,995181.88,905
ORD-000452,PROD-003,Product C,Asia Pacific,Distributor,2024-08,16808,71.86,1207822.88,632
ORD-001041,PROD-006,Product F,Middle East & Africa,Online,2025-09,25894,62.93,1629509.42,1052
ORD-001033,PROD-006,Product F,Middle East & Africa,Online,2025-01,22811,63.84,1456254.24,738
ORD-000875,PROD-005,Product E,Latin America,Online,2023-11,14557,49.28,717368.96,381
ORD-000151,PROD-001,Product A,Latin America,Wholesale,2023-07,13737,64.32,883563.84,223
ORD-000275,PROD-002,Product B,Asia Pacific,Retail,2024-11,33115,21.49,711641.35,1100
ORD-001645,PROD-010,Product J,North America,Distributor,2025-01,23467,83.74,1965126.58,1022
ORD-001753,PROD-010,Product J,Middle East & Africa,Wholesale,2025-01,7574,79.32,600769.68,263
ORD-000430,PROD-003,Product C,Europe,Distributor,2025-10,16082,78.51,1262597.82,176
ORD-000609,PROD-004,Product D,Europe,Direct,2025-09,29768,65.85,1960222.8,1025
ORD-001349,PROD-008,Product H,Asia Pacific,Retail,2024-05,16649,20.76,345633.24,26
ORD-000703,PROD-004,Product D,Latin America,Distributor,2024-07,29649,43.28,1283208.72,433
ORD-000220,PROD-002,Product B,Europe,Retail,2023-04,19012,62.63,1190721.56,510
ORD-000307,PROD-002,Product B,Middle East & Africa,Online,2024-07,13212,19.97,263843.64,133
ORD-001383,PROD-008,Product H,Middle East & Africa,Wholesale,2024-03,13968,30.91,431750.88,675
ORD-001752,PROD-010,Product J,Middle East & Africa,Online,2024-12,10290,14.03,144368.7,38
ORD-000861,PROD-005,Product E,Middle East & Africa,Retail,2025-09,18630,71.11,1324779.3,171
ORD-001620,PROD-009,Product I,Latin America,Distributor,2025-12,15218,21.29,323991.22,755
ORD-000528,PROD-003,Product C,Latin America,Retail,2024-12,25700,29.46,757122.0,979
ORD-001413,PROD-008,Product H,Latin America,Wholesale,2023-09,15252,81.55,1243800.6,343
ORD-000988,PROD-006,Product F,Asia Pacific,Online,2024-04,21121,61.55,1299997.55,765
ORD-001594,PROD-009,Product I,Latin America,Wholesale,2023-10,8291,14.98,124199.18,30
ORD-001312,PROD-008,Product H,Europe,Wholesale,2024-04,7702,37.33,287515.66,335
ORD-000982,PROD-006,Product F,Asia Pacific,Wholesale,2023-10,23251,73.78,1715458.78,623
ORD-000223,PROD-002,Product B,Europe,Wholesale,2023-07,20388,42.19,860169.72,520
ORD-001155,PROD-007,Product G,Asia Pacific,Online,2023-03,17553,49.8,874139.4,69
ORD-000270,PROD-002,Product B,Asia Pacific,Direct,2024-06,26015,85.28,2218559.2,478
ORD-000717,PROD-004,Product D,Latin America,Retail,2025-09,33474,79.09,2647458.66,978
ORD-000339,PROD-002,Product B,Latin America,Direct,2024-03,11702,72.8,851905.6,522
ORD-001754,PROD-010,Product J,Middle East & Africa,Distributor,2025-02,7783,33.14,257928.62,301
ORD-001447,PROD-009,Product I,North America,Distributor,2023-07,16637,65.48,1089390.76,481
ORD-000411,PROD-003,Product C,Europe,Online,2024-03,11018,86.53,953387.54,191
ORD-000995,PROD-006,Product F,Asia Pacific,Wholesale,2024-11,28275,51.11,1445135.25,99
ORD-000963,PROD-006,Product F,Europe,Retail,2025-03,18237,68.72,1253246.64,106
ORD-000108,PROD-001,Product A,Asia Pacific,Retail,2025-12,33548,74.92,2513416.16,745
ORD-001534,PROD-009,Product I,Asia Pacific,Distributor,2024-10,19175,26.31,504494.25,111
ORD-000538,PROD-003,Product C,Latin America,Distributor,2025-10,24622,52.23,1286007.06,1154
ORD-000336,PROD-002,Product B,Latin America,Online,2023-12,16438,60.34,991868.92,90
ORD-000195,PROD-002,Product B,North America,Distributor,2024-03,10463,65.86,689093.18,298
ORD-000490,PROD-003,Product C,Middle East & Africa,Direct,2024-10,13131,69.45,911947.95,141
ORD-000347,PROD-002,Product B,Latin America,Online,2024-11,17375,48.79,847726.25,815
ORD-001608,PROD-009,Product I,Latin America,Distributor,2024-12,12847,19.52,250773.44,312
ORD-000052,PROD-001,Product A,Europe,Distributor,2024-04,8579,73.23,628240.17,97
ORD-000633,PROD-004,Product D,Asia Pacific,Retail,2024-09,19212,59.19,1137158.28,490
ORD-001268,PROD-008,Product H,North America,Distributor,2023-08,18067,28.66,517800.22,852
ORD-001389,PROD-008,Product H,Middle East & Africa,Direct,2024-09,14152,83.74,1185088.48,111
ORD-000449,PROD-003,Product C,Asia Pacific,Wholesale,2024-05,13441,60.83,817616.03,345
ORD-000713,PROD-004,Product D,Latin America,Retail,2025-05,30568,66.64,2037051.52,879
ORD-001239,PROD-007,Product G,Latin America,Online,2024-03,10869,49.1,533667.9,330
ORD-000284,PROD-002,Product B,Asia Pacific,Retail,2025-08,27475,38.31,1052567.25,1156
ORD-000810,PROD-005,Product E,Asia Pacific,Online,2024-06,7726,37.11,286711.86,302
ORD-001740,PROD-010,Product J,Middle East & Africa,Distributor,2023-12,9270,36.68,340023.6,249
ORD-000369,PROD-003,Product C,North America,Direct,2023-09,6673,35.39,236157.47,259
ORD-000135,PROD-001,Product A,Middle East & Africa,Distributor,2025-03,12754,76.97,981675.38,598
ORD-001715,PROD-010,Product J,Asia Pacific,Online,2024-11,30884,21.46,662770.64,935
ORD-001464,PROD-009,Product I,North America,Direct,2024-12,24026,62.42,1499702.92,185
ORD-000749,PROD-005,Product E,North America,Direct,2025-05,8951,33.55,300306.05,134
ORD-001385,PROD-008,Product H,Middle East & Africa,Wholesale,2024-05,13943,31.44,438367.92,284
ORD-001744,PROD-010,Product J,Middle East & Africa,Distributor,2024-04,7375,58.25,429593.75,315
ORD-000396,PROD-003,Product C,North America,Retail,2025-12,12558,52.39,657913.62,147
ORD-000683,PROD-004,Product D,Middle East & Africa,Direct,2025-11,16100,40.9,658490.0,778
ORD-000832,PROD-005,Product E,Middle East & Africa,Direct,2023-04,10570,20.86,220490.2,49
ORD-001419,PROD-008,Product H,Latin America,Wholesale,2024-03,15637,25.35,396397.95,398
ORD-000690,PROD-004,Product D,Latin America,Retail,2023-06,19363,28.49,551651.87,824
ORD-000638,PROD-004,Product D,Asia Pacific,Direct,2025-02,16825,71.91,1209885.75,744
ORD-000226,PROD-002,Product B,Europe,Direct,2023-10,23020,33.18,763803.6,579
ORD-000149,PROD-001,Product A,Latin America,Direct,2023-05,13507,62.95,850265.65,253
ORD-000073,PROD-001,Product A,Asia Pacific,Online,2023-01,13163,32.68,430166.84,244
ORD-001635,PROD-010,Product J,North America,Distributor,2024-03,22123,73.4,1623828.2,1085
ORD-001178,PROD-007,Product G,Asia Pacific,Online,2025-02,20350,44.94,914529.0,373
ORD-000016,PROD-001,Product A,North America,Online,2024-04,17371,28.72,498895.12,718
ORD-001049,PROD-006,Product F,Latin America,Distributor,2023-05,17990,61.28,1102427.2,323
ORD-001147,PROD-007,Product G,Europe,Wholesale,2025-07,26130,55.04,1438195.2,1193
ORD-001483,PROD-009,Product I,Europe,Distributor,2023-07,8963,55.23,495026.49,196
ORD-001135,PROD-007,Product G,Europe,Direct,2024-07,22649,61.72,1397896.28,297
ORD-000004,PROD-001,Product A,North America,Retail,2023-04,16285,14.55,236946.75,733
ORD-000095,PROD-001,Product A,Asia Pacific,Online,2024-11,27727,14.42,399823.34,843
ORD-000205,PROD-002,Product B,North America,Online,2025-01,11923,89.87,1071520.01,590
ORD-001247,PROD-007,Product G,Latin America,Direct,2024-11,14440,60.38,871887.2,61
ORD-000193,PROD-002,Product B,North America,Direct,2024-01,10121,32.98,333790.58,80
ORD-001218,PROD-007,Product G,Middle East & Africa,Online,2025-06,15688,71.78,1126084.64,611
ORD-001559,PROD-009,Product I,Middle East & Africa,Direct,2023-11,9324,13.61,126899.64,463
ORD-001758,PROD-010,Product J,Middle East & Africa,Retail,2025-06,9672,64.16,620555.52,314
ORD-001743,PROD-010,Product J,Middle East & Africa,Direct,2024-03,7316,24.6,179973.6,200
ORD-000772,PROD-005,Product E,Europe,Online,2024-04,10048,66.75,670704.0,234
ORD-001063,PROD-006,Product F,Latin America,Wholesale,2024-07,26105,64.43,1681945.15,111
ORD-000110,PROD-001,Product A,Middle East & Africa,Online,2023-02,10951,35.74,391388.74,418
ORD-000320,PROD-002,Product B,Middle East & Africa,Online,2025-08,17737,41.14,729700.18,795
ORD-000990,PROD-006,Product F,Asia Pacific,Distributor,2024-06,22071,67.98,1500386.58,219
ORD-000910,PROD-006,Product F,North America,Online,2023-10,7950,48.94,389073.0,371
ORD-001501,PROD-009,Product I,Europe,Retail,2025-01,10207,34.01,347140.07,315
ORD-000115,PROD-001,Product A,Middle East & Africa,Distributor,2023-07,14138,48.49,685551.62,691
ORD-000447,PROD-003,Product C,Asia Pacific,Wholesale,2024-03,12483,35.94,448639.02,95
ORD-001246,PROD-007,Product G,Latin America,Retail,2024-10,13708,19.43,266346.44,511
ORD-001598,PROD-009,Product I,Latin America,Retail,2024-02,7087,55.28,391769.36,44
ORD-000936,PROD-006,Product F,North America,Retail,2025-12,12850,68.78,883823.0,216
ORD-001622,PROD-010,Product J,North America,Distributor,2023-02,15394,33.19,510926.86,283
ORD-000507,PROD-003,Product C,Latin America,Distributor,2023-03,15238,84.87,1293249.06,488
ORD-000233,PROD-002,Product B,Europe,Retail,2024-05,22704,73.83,1676236.32,1014
ORD-001018,PROD-006,Product F,Middle East & Africa,Distributor,2023-10,22599,84.21,1903061.79,853
ORD-001717,PROD-010,Product J,Asia Pacific,Distributor,2025-01,24388,34.99,853336.12,386
ORD-000572,PROD-004,Product D,North America,Retail,2025-08,7127,82.86,590543.22,97
ORD-000737,PROD-005,Product E,North America,Distributor,2024-05,6842,67.66,462929.72,216
ORD-000154,PROD-001,Product A,Latin America,Direct,2023-10,16779,20.87,350177.73,319
ORD-001153,PROD-007,Product G,Asia Pacific,Retail,2023-01,15070,49.93,752445.1,347
ORD-000734,PROD-005,Product E,North America,Distributor,2024-02,5820,65.36,380395.2,37
ORD-000290,PROD-002,Product B,Middle East & Africa,Wholesale,2023-02,7683,73.52,564854.16,165
ORD-001423,PROD-008,Product H,Latin America,Wholesale,2024-07,20055,35.92,720375.6,309
ORD-001213,PROD-007,Product G,Middle East & Africa,Online,2025-01,13314,62.0,825468.0,355
ORD-000619,PROD-004,Product D,Asia Pacific,Retail,2023-07,17967,33.38,599738.46,89
ORD-000714,PROD-004,Product D,Latin America,Direct,2025-06,35174,66.97,2355602.78,437
ORD-001099,PROD-007,Product G,North America,Direct,2024-07,18373,59.1,1085844.3,676
ORD-001553,PROD-009,Product I,Middle East & Africa,Direct,2023-05,5896,16.84,99288.64,207
ORD-001709,PROD-010,Product J,Asia Pacific,Distributor,2024-05,24969,78.39,1957319.91,750
ORD-000244,PROD-002,Product B,Europe,Online,2025-04,24474,16.84,412142.16,767
ORD-001679,PROD-010,Product J,Europe,Retail,2024-11,14214,22.99,326779.86,54
ORD-001356,PROD-008,Product H,Asia Pacific,Retail,2024-12,21762,44.47,967756.14,418
ORD-000627,PROD-004,Product D,Asia Pacific,Distributor,2024-03,17296,45.09,779876.64,801
ORD-000036,PROD-001,Product A,North America,Wholesale,2025-12,25234,61.95,1563246.3,407
ORD-000676,PROD-004,Product D,Middle East & Africa,Wholesale,2025-04,11000,75.6,831600.0,517
ORD-001591,PROD-009,Product I,Latin America,Retail,2023-07,7158,46.24,330985.92,312
ORD-001251,PROD-007,Product G,Latin America,Retail,2025-03,13510,40.22,543372.2,256
ORD-000103,PROD-001,Product A,Asia Pacific,Online,2025-07,28295,21.43,606361.85,365
ORD-000101,PROD-001,Product A,Asia Pacific,Online,2025-05,24379,87.34,2129261.86,719
ORD-001214,PROD-007,Product G,Middle East & Africa,Direct,2025-02,12718,30.08,382557.44,452
ORD-001497,PROD-009,Product I,Europe,Online,2024-09,9897,73.26,725054.22,31
ORD-001467,PROD-009,Product I,North America,Distributor,2025-03,18229,53.62,977438.98,630
ORD-001027,PROD-006,Product F,Middle East & Africa,Retail,2024-07,23172,67.43,1562487.96,81
ORD-001089,PROD-007,Product G,North America,Direct,2023-09,15093,47.69,719785.17,40
ORD-001038,PROD-006,Product F,Middle East & Africa,Distributor,2025-06,28168,85.64,2412307.52,525
ORD-001172,PROD-007,Product G,Asia Pacific,Retail,2024-08,23569,42.97,1012759.93,936
ORD-000260,PROD-002,Product B,Asia Pacific,Online,2023-08,24212,62.53,1513976.36,902
ORD-000974,PROD-006,Product F,Asia Pacific,Wholesale,2023-02,13442,84.82,1140150.44,480
ORD-001650,PROD-010,Product J,North America,Direct,2025-06,31180,69.13,2155473.4,285
ORD-000473,PROD-003,Product C,Middle East & Africa,Direct,2023-05,7446,22.46,167237.16,201
ORD-001503,PROD-009,Product I,Europe,Wholesale,2025-03,9794,26.02,254839.88,378
ORD-000516,PROD-003,Product C,Latin America,Online,2023-12,21671,75.1,1627492.1,332
ORD-001036,PROD-006,Product F,Middle East & Africa,Wholesale,2025-04,25266,46.99,1187249.34,499
ORD-000615,PROD-004,Product D,Asia Pacific,Online,2023-03,15130,72.27,1093445.1,252
ORD-001655,PROD-010,Product J,North America,Distributor,2025-11,35629,54.17,1930022.93,1386
ORD-001193,PROD-007,Product G,Middle East & Africa,Direct,2023-05,11217,69.51,779693.67,390
ORD-001607,PROD-009,Product I,Latin America,Online,2024-11,12722,22.77,289679.94,244
ORD-001637,PROD-010,Product J,North America,Retail,2024-05,21594,73.6,1589318.4,532
ORD-001633,PROD-010,Product J,North America,Retail,2024-01,18901,14.21,268583.21,854
ORD-000159,PROD-001,Product A,Latin America,Online,2024-03,13360,45.66,610017.6,70
ORD-001669,PROD-010,Product J,Europe,Wholesale,2024-01,7943,76.45,607242.35,155
ORD-001084,PROD-007,Product G,North America,Retail,2023-04,14180,23.36,331244.8,183
ORD-001751,PROD-010,Product J,Middle East & Africa,Online,2024-11,9417,65.75,619167.75,58
ORD-000398,PROD-003,Product C,Europe,Online,2023-02,8668,19.13,165818.84,34
ORD-000278,PROD-002,Product B,Asia Pacific,Online,2025-02,23505,60.15,1413825.75,67
ORD-001110,PROD-007,Product G,North America,Online,2025-06,21833,68.55,1496652.15,928
ORD-001119,PROD-007,Product G,Europe,Distributor,2023-03,17815,74.6,1328999.0,358
ORD-001505,PROD-009,Product I,Europe,Retail,2025-05,11555,30.78,355662.9,540
ORD-001784,PROD-010,Product J,Latin America,Distributor,2024-08,18249,79.62,1452985.38,372
ORD-000544,PROD-004,Product D,North America,Distributor,2023-04,5700,81.49,464493.0,193
ORD-000807,PROD-005,Product E,Asia Pacific,Direct,2024-03,7034,33.13,233036.42,112
ORD-000263,PROD-002,Product B,Asia Pacific,Online,2023-11,25605,73.38,1878894.9,1087
ORD-000224,PROD-002,Product B,Europe,Direct,2023-08,20973,23.07,483847.11,565
ORD-000300,PROD-002,Product B,Middle East & Africa,Online,2023-12,14562,54.94,800036.28,390
ORD-001025,PROD-006,Product F,Middle East & Africa,Online,2024-05,19604,15.65,306802.6,569
ORD-001192,PROD-007,Product G,Middle East & Africa,Online,2023-04,12177,34.53,420471.81,522
ORD-000031,PROD-001,Product A,North America,Direct,2025-07,20702,55.32,1145234.64,234
ORD-000023,PROD-001,Product A,North America,Distributor,2024-11,23695,28.96,686207.2,810
ORD-001481,PROD-009,Product I,Europe,Distributor,2023-05,7371,74.88,551940.48,356
ORD-000071,PROD-001,Product A,Europe,Retail,2025-11,12571,81.41,1023405.11,592
ORD-000597,PROD-004,Product D,Europe,Retail,2024-09,21966,89.14,1958049.24,614
ORD-001179,PROD-007,Product G,Asia Pacific,Retail,2025-03,24393,34.14,832777.02,1170
ORD-001170,PROD-007,Product G,Asia Pacific,Retail,2024-06,21973,70.56,1550414.88,110
ORD-001614,PROD-009,Product I,Latin America,Wholesale,2025-06,11220,70.77,794039.4,555
ORD-000880,PROD-005,Product E,Latin America,Distributor,2024-04,14204,83.2,1181772.8,496
ORD-001762,PROD-010,Product J,Middle East & Africa,Retail,2025-10,10083,56.89,573621.87,319
ORD-001263,PROD-008,Product H,North America,Retail,2023-03,14061,15.89,223429.29,182
ORD-000874,PROD-005,Product E,Latin America,Online,2023-10,13149,81.35,1069671.15,243
ORD-001067,PROD-006,Product F,Latin America,Retail,2024-11,33439,64.46,2155477.94,204
ORD-000261,PROD-002,Product B,Asia Pacific,Retail,2023-09,20197,40.74,822825.78,92
ORD-000327,PROD-002,Product B,Latin America,Retail,2023-03,9673,28.32,273939.36,392
ORD-000742,PROD-005,Product E,North America,Retail,2024-10,9141,69.0,630729.0,29
ORD-000294,PROD-002,Product B,Middle East & Africa,Wholesale,2023-06,10261,29.65,304238.65,44
ORD-001073,PROD-006,Product F,Latin America,Distributor,2025-05,32467,80.45,2611970.15,912
ORD-000981,PROD-006,Product F,Asia Pacific,Wholesale,2023-09,19153,15.27,292466.31,0
ORD-001257,PROD-007,Product G,Latin America,Wholesale,2025-09,16051,47.65,764830.15,388
ORD-001300,PROD-008,Product H,Europe,Wholesale,2023-04,6204,37.22,230912.88,76
ORD-001390,PROD-008,Product H,Middle East & Africa,Online,2024-10,16214,26.3,426428.2,625
ORD-000918,PROD-006,Product F,North America,Retail,2024-06,8377,79.9,669322.3,70
ORD-000366,PROD-003,Product C,North America,Wholesale,2023-06,6462,64.39,416088.18,185
ORD-001662,PROD-010,Product J,Europe,Distributor,2023-06,8592,74.86,643197.12,373
ORD-000013,PROD-001,Product A,North America,Retail,2024-01,16299,16.05,261598.95,791
ORD-000106,PROD-001,Product A,Asia Pacific,Distributor,2025-10,29399,52.08,1531099.92,1180
ORD-000560,PROD-004,Product D,North America,Distributor,2024-08,7273,83.06,604095.38,284
ORD-000656,PROD-004,Product D,Middle East & Africa,Direct,2023-08,9663,15.96,154221.48,11
ORD-000689,PROD-004,Product D,Latin America,Retail,2023-05,19527,61.48,1200519.96,630
ORD-001798,PROD-010,Product J,Latin America,Retail,2025-10,23665,73.55,1740560.75,518
ORD-000027,PROD-001,Product A,North America,Retail,2025-03,17924,89.69,1607603.56,521
ORD-001392,PROD-008,Product H,Middle East & Africa,Wholesale,2024-12,18841,87.29,1644630.89,368
ORD-000762,PROD-005,Product E,Europe,Wholesale,2023-06,8610,28.03,241338.3,401
ORD-000439,PROD-003,Product C,Asia Pacific,Wholesale,2023-07,12849,44.19,567797.31,75
ORD-001332,PROD-008,Product H,Europe,Online,2025-12,13993,83.88,1173732.84,341
ORD-001318,PROD-008,Product H,Europe,Direct,2024-10,10735,75.98,815645.3,351
ORD-000605,PROD-004,Product D,Europe,Online,2025-05,25333,15.05,381261.65,32
ORD-001053,PROD-006,Product F,Latin America,Wholesale,2023-09,20073,65.59,1316588.07,88
ORD-000895,PROD-005,Product E,Latin America,Wholesale,2025-07,23521,62.61,1472649.81,17
ORD-001091,PROD-007,Product G,North America,Online,2023-11,19948,77.12,1538389.76,592
ORD-000099,PROD-001,Product A,Asia Pacific,Retail,2025-03,23135,39.56,915220.6,456
ORD-000941,PROD-006,Product F,Europe,Online,2023-05,17531,22.07,386909.17,485
ORD-001787,PROD-010,Product J,Latin America,Wholesale,2024-11,22192,84.71,1879884.32,1075
ORD-001528,PROD-009,Product I,Asia Pacific,Online,2024-04,15780,66.34,1046845.2,301
ORD-000602,PROD-004,Product D,Europe,Retail,2025-02,21929,83.64,1834141.56,432
ORD-001070,PROD-006,Product F,Latin America,Online,2025-02,24317,56.38,1370992.46,877
ORD-001272,PROD-008,Product H,North America,Online,2023-12,21695,69.33,1504114.35,159
ORD-001696,PROD-010,Product J,Asia Pacific,Direct,2023-04,18734,22.58,423013.72,435
ORD-000565,PROD-004,Product D,North America,Distributor,2025-01,5949,16.96,100895.04,213
ORD-000309,PROD-002,Product B,Middle East & Africa,Online,2024-09,13374,21.96,293693.04,433
ORD-001748,PROD-010,Product J,Middle East & Africa,Direct,2024-08,9092,38.91,353769.72,219
ORD-000453,PROD-003,Product C,Asia Pacific,Wholesale,2024-09,16229,51.05,828490.45,296
ORD-000064,PROD-001,Product A,Europe,Online,2025-04,10682,73.27,782670.14,433
ORD-000664,PROD-004,Product D,Middle East & Africa,Retail,2024-04,9769,79.99,781422.31,187
ORD-000973,PROD-006,Product F,Asia Pacific,Wholesale,2023-01,14232,76.47,1088321.04,55
ORD-001209,PROD-007,Product G,Middle East & Africa,Online,2024-09,13100,40.12,525572.0,487
ORD-001714,PROD-010,Product J,Asia Pacific,Direct,2024-10,29953,55.62,1665985.86,168
ORD-000035,PROD-001,Product A,North America,Direct,2025-11,26009,51.79,1347006.11,1280
ORD-000778,PROD-005,Product E,Europe,Direct,2024-10,11476,72.11,827534.36,159
ORD-000870,PROD-005,Product E,Latin America,Online,2023-06,12035,20.32,244551.2,548
ORD-000659,PROD-004,Product D,Middle East & Africa,Distributor,2023-11,13114,30.45,399321.3,644
ORD-000458,PROD-003,Product C,Asia Pacific,Online,2025-02,15665,37.22,583051.3,408
ORD-001057,PROD-006,Product F,Latin America,Online,2024-01,21770,23.65,514860.5,22
ORD-001227,PROD-007,Product G,Latin America,Wholesale,2023-03,7542,24.28,183119.76,11
ORD-000075,PROD-001,Product A,Asia Pacific,Direct,2023-03,14275,70.69,1009099.75,9
ORD-001613,PROD-009,Product I,Latin America,Wholesale,2025-05,10483,65.96,691458.68,33
ORD-001531,PROD-009,Product I,Asia Pacific,Direct,2024-07,16187,18.23,295089.01,391
ORD-000342,PROD-002,Product B,Latin America,Retail,2024-06,13081,32.31,422647.11,616
ORD-000056,PROD-001,Product A,Europe,Direct,2024-08,10068,74.47,749763.96,127
ORD-000834,PROD-005,Product E,Middle East & Africa,Wholesale,2023-06,11948,41.81,499545.88,384
ORD-000245,PROD-002,Product B,Europe,Distributor,2025-05,24809,31.4,779002.6,1159
ORD-001667,PROD-010,Product J,Europe,Wholesale,2023-11,10651,48.27,514123.77,140
ORD-000111,PROD-001,Product A,Middle East & Africa,Wholesale,2023-03,11441,66.46,760368.86,130
ORD-001123,PROD-007,Product G,Europe,Direct,2023-07,20871,12.92,269653.32,241
ORD-001731,PROD-010,Product J,Middle East & Africa,Distributor,2023-03,6611,87.74,580049.14,309
ORD-000908,PROD-006,Product F,North America,Online,2023-08,7882,82.67,651604.94,259
ORD-001569,PROD-009,Product I,Middle East & Africa,Wholesale,2024-09,9582,22.82,218661.24,192
ORD-000991,PROD-006,Product F,Asia Pacific,Direct,2024-07,23894,27.66,660908.04,804
ORD-001443,PROD-009,Product I,North America,Distributor,2023-03,14330,81.48,1167608.4,631
ORD-000955,PROD-006,Product F,Europe,Online,2024-07,19642,34.99,687273.58,436
ORD-001456,PROD-009,Product I,North America,Distributor,2024-04,16675,24.81,413706.75,393
ORD-000065,PROD-001,Product A,Europe,Wholesale,2025-05,10253,69.04,707867.12,498
ORD-000319,PROD-002,Product B,Middle East & Africa,Distributor,2025-07,18843,29.15,549273.45,464
ORD-001548,PROD-009,Product I,Asia Pacific,Online,2025-12,28199,81.89,2309216.11,996
ORD-001730,PROD-010,Product J,Middle East & Africa,Direct,2023-02,5389,16.59,89403.51,255
ORD-000202,PROD-002,Product B,North America,Direct,2024-10,13511,50.72,685277.92,612
ORD-001175,PROD-007,Product G,Asia Pacific,Wholesale,2024-11,28454,37.69,1072431.26,531
ORD-000077,PROD-001,Product A,Asia Pacific,Retail,2023-05,15719,51.66,812043.54,357
ORD-000743,PROD-005,Product E,North America,Direct,2024-11,9321,84.07,783616.47,232
ORD-000232,PROD-002,Product B,Europe,Distributor,2024-04,20523,49.11,1007884.53,790
ORD-001580,PROD-009,Product I,Middle East & Africa,Retail,2025-08,12683,60.99,773536.17,283
ORD-001643,PROD-010,Product J,North America,Online,2024-11,31976,15.18,485395.68,704
ORD-001163,PROD-007,Product G,Asia Pacific,Online,2023-11,22804,31.24,712396.96,423
ORD-000200,PROD-002,Product B,North America,Online,2024-08,12704,76.3,969315.2,449
ORD-000402,PROD-003,Product C,Europe,Direct,2023-06,11290,39.19,442455.1,340
ORD-000006,PROD-001,Product A,North America,Direct,2023-06,17504,75.15,1315425.6,777
ORD-001728,PROD-010,Product J,Asia Pacific,Distributor,2025-12,39448,23.91,943201.68,221
ORD-001120,PROD-007,Product G,Europe,Wholesale,2023-04,19885,69.88,1389563.8,100
ORD-000608,PROD-004,Product D,Europe,Distributor,2025-08,30136,54.34,1637590.24,286
ORD-001791,PROD-010,Product J,Latin America,Retail,2025-03,16764,20.77,348188.28,281
ORD-000631,PROD-004,Product D,Asia Pacific,Online,2024-07,21964,41.9,920291.6,901
ORD-000049,PROD-001,Product A,Europe,Online,2024-01,7025,14.93,104883.25,36
ORD-001305,PROD-008,Product H,Europe,Wholesale,2023-09,6941,70.19,487188.79,204
ORD-001768,PROD-010,Product J,Latin America,Retail,2023-04,13397,71.59,959091.23,19
ORD-001069,PROD-006,Product F,Latin America,Online,2025-01,26446,37.91,1002567.86,1196
ORD-000371,PROD-003,Product C,North America,Wholesale,2023-11,9019,80.33,724496.27,67
ORD-001043,PROD-006,Product F,Middle East & Africa,Retail,2025-11,30518,17.57,536201.26,1403
ORD-000478,PROD-003,Product C,Middle East & Africa,Online,2023-10,9632,52.4,504716.8,476
ORD-000531,PROD-003,Product C,Latin America,Retail,2025-03,19598,63.9,1252312.2,780
